text,label
"@AJKayWriter Me neither.  Remember the people just falling down dead?  No respiratory virus would cause that type of reaction.  It was all just propaganda to scare us so when governments told us we needed to lock down for two weeks, we agreed in part because of what we saw from China.",conspiratorial
@DonaldJTrumpJr It came in as the China virus but now is the Trump virus. China cant be blamed for the total mishandling by Trump.,Non-conspiratorial
"@TheLeadCNN Also China reports ZERO new cases daily and ""has proof"" the virus was in other countries before China got it   ",conspiratorial
"@jacktorrance182 Its not about TRUMP. its about lives. Stop making it al political. Trump was right to focus on the vaccine and deliver one as promised in the near future. The virus is no own fault but China, and the measures have to be reconsidered",Non-conspiratorial
@DanMurphy2018 @DonaldJTrumpJr To blame Trump for 268k American deaths shows you have no idea how viruses work. He didn't control those who contracted the virus nor did he control China who created the virus. Blaming Trump for covid deaths is like blaming Sam Walton for selling cookies that made you diabetic.,Non-conspiratorial
"China denies corona virus, punishes Australian farmers for the aust government asking for a basic inquiry into a global pandemic. Photoshops a soldier slitting the throat of a child.

Leftist 'Scomo gotta go'

#auspol #ScomosGottaGo",Non-conspiratorial
@realDonaldTrump @OANN Our savior Trump was cheated out of billions of votes by the radical socialist left who planned the Corona Virus with China. So much proof suppressed by fake news media! Trump is the one true beacon of Truth and Decency. All votes against my president is fraud! #MAGA for life!,conspiratorial
"In a report marked ""internal document, plz keep confidential,"" local health authorities in province of Hubei, where virus was first detected, list 5,918 newly detected cases on February 10, more than double the official public number of confirmed cases.
",Non-conspiratorial
"@gragnorr @llcthecableguy @Mindcryme @CNN Well, the Dems were too busy tying the entire government up with the impeachment hoax. Their selfish hatred for the President and insistence on keeping the Nation divided was more important to them than coming together to prepare for the deadly virus China unleashed.",Non-conspiratorial
"@ClaireS06308973 @CNN Several pandemics have originated in the US. Maybe others can hold the US accountable then?
China needs to be better, but it is unlikely their fault the virus started infecting people..that's what viruses do",Non-conspiratorial
"@juliebethe @JuliansRum the virus is china, the lie is; communism is good for the people! the diease sars-2 is weaponized by china to overtake the world and vaccinate you with rna that changes your genes for various dark and nefarious reasons!
ccp cares nothing your humanness!",conspiratorial
@DonaldJTrumpJr It helps talking like a grown up and explaining it properly instead of calling it the China virus.,Non-conspiratorial
"@TheLeadCNN So, its cool if we call it the Wuhan Virus or China Virus now? 

THIS IS CNN.... ",Non-conspiratorial
"If westerners want to praise how Asian country handle the virus better, take Japan, South Korea, Taiwan, etc as example BUT NOT CHINA IM TIRED",Non-conspiratorial
and yall wonder why some call it the china virus. absolutely ridiculous. ,Non-conspiratorial
"@KekeochaNickson @JoeBiden Joe Biden believes humans are the virus and the tax payers are for sale only to benefit the Biden family's profit. Guaranteed Joe Biden would forcefully harvest people's organs like they do in China. That's the communist end game, putting a value on a tax payer's body.",conspiratorial
"@JWatch The so called evidence provided so far for a natural origin of #COVID-19 comes from a single highly biased study in Nature, the Proximal Origin of SARS-CoV-2. At least two authors are getting money from China. One is honored by CCP. The virus was made &amp; leaked from a PLA lab.",conspiratorial
"@jkempcpa @Dcwash1 You are correct.  But the virus had other names in common use, then one day someone in the rightwing echo chamber said ""Let's call it China virus!"" and a bunch of them immediately changed their terminology.",Non-conspiratorial
"@thomasmellman @ti_xu_dao @johnpilger you are living under the rock
Absolutely, it is not originated in China.
China is the first one found out the virus

",conspiratorial
"@ctnewsjunkie @NewsHugh All this suffering, if only #China didnt lie about what was happening in #Wuhan where the virus started.",Non-conspiratorial
"@mlipsitch The so called evidence provided so far for a natural origin of #COVID-19 comes from a single highly biased study in Nature, the Proximal Origin of SARS-CoV-2. At least two authors are getting money from China. One is honored by CCP. The virus was made &amp; leaked from a PLA lab.",conspiratorial
"@DonaldJTrumpJr China was dealing with what we are facing now and lied about how bad it was  like your father is doing now.  Most people know China was underreporting. Whats different now, they changed how to manage the virus where the US is still in denial.",Non-conspiratorial
"@abbierenn @realDonaldTrump @OANN The China Virus was released to get the narrative off Obama's crimes, protect Joe Biden from Ukraine &amp; Sexual assault scandals while setting up Trump with blame for economy and COVID deaths and to push mail in balloting in order to create election uncertainty and chaos. Wrong...?",conspiratorial
"@jonahjonas77 @YouTube Re Opening Schools in the middle of winter is not to our advantage! Sister Theresa ,lol I mean Fauci will only use the kids sick with a Cold, call it China Virus and blame it on Trump! ",conspiratorial
"@avenaim @realDonaldTrump @OANN The China Virus was released to get the narrative off Obama's crimes, protect Joe Biden from Ukraine &amp; Sexual assault scandals while setting up Trump with blame for economy and COVID deaths and to push mail in balloting in order to create election uncertainty and chaos. Wrong...?",conspiratorial
"@PamSzitas @realDonaldTrump @US_FDA There are 3 main vaccines: US/German, British and Russian. China doesnt have a vaccine yet its been suspended pending further investigations. The British one from Astrazenica is most promising as it doesnt have to be stored at -70c",Non-conspiratorial
"@martingeddes Nature publish results of mass screening of 9.8million in Wuhan (to assess impact of opening economy) ""Virus cultures were negative for all asymptomatic positive and repositive cases, indicating no viable virus in positive cases detected in this study""
",Non-conspiratorial
"Lets not forget People  We all know where the #Wuhan Virus started , its known as #Covid_19. It Started in #China yet they have the temerity to criticise #Australia ? #BoyCottChina",Non-conspiratorial
Chinas coronavirus vaccines are leaping ahead  but face challenges as virus wanes Who is going to be first to  inject  Chinas Coronavirus  vaccine???? China spreads the virus and now supplies a vaccine??? Not me!,Non-conspiratorial
"@seanhannity 274,159 deaths 13,905,348 covid cases, 1000 Americans are dying every day from the Trump virus, even after the WH took control of all hospital data from the CDC 'it is what it is' since Trump allowed over 40,000 infected citizens to enter from China via Europe after the shutdown.",Non-conspiratorial
@mister_insight @OBukowsky @mapon888 @martjacques @chenweihua Wuhan virus has brought the US to their knees,Non-conspiratorial
Shorter version: China covered up COVID-19 and spread misinformation like a virus. The CCP is to blame for this pandemic that is currently ravaging the world and destroying lives. That doesnt absolve Americas profound incompetence and stupidity in its response to the pandemic. ,Non-conspiratorial
"Despite this: ""For the first few weeks of January officials in Wuhan were insisting that only those who came into contact with infected animals could catch the virus. No guidance was issued to protect doctors."" ",Non-conspiratorial
"@seanhannity 274,159 deaths 13,905,348 covid cases, 1000 Americans are dying every day from the Trump virus, even after the WH took control of all hospital data from the CDC 'it is what it is' since Trump allowed over 40,000 infected citizens to enter from China via Europe after the shutdown.",Non-conspiratorial
"@TheLeadCNN You news organization poopooed this known news for months, even chastised folks for calling it the China virus or the Wuhan Virus.",Non-conspiratorial
@kylenabecker They wonder why Trump calls it the China virus lol,Non-conspiratorial
"A record 96,039 people in the United States are currently hospitalized with Covid-19, according to data published Monday evening by The COVID Tracking Project. This is the third straight day of new record numbers.",Non-conspiratorial
"@realDonaldTrump @RudyGiuliani He'll be OK because there's no such thing as the China Virus. However, if he gets the Coronavirus he's probably screwed and should have worn a mask at all times.",Non-conspiratorial
@realDonaldTrump @RudyGiuliani Not the China Virus! Call it by the appropriate name like a professional and educated person. Maybe a mask would have prevented this? We will never know because you guys dont wear them. Get well Rudy. #WearMaskProtectLife,Non-conspiratorial
@wesing4blue Still calling it the China Virus. #SuperSpreaderRudy has been in contact with 100s of people with no mask !!!!,Non-conspiratorial
"The Wuhan virus is going nowhere. Even after the vaccines comes into the market it will take at least 2-3 years to reach every corner of the world. That is what facts and reports say. 

So mask, sanitizer, social distancing, WFH will remain a part of our life. ",Non-conspiratorial
"@BuckQuivas Imagine if trump had said from the start we are at war with the virus! Mask up boys, were going to take this fucker down. We must do it to defeat the China virus! He could have stayed on brand and kept people safe. Every proud boy would be wearing a gas mask today if he had.",Non-conspiratorial
"Sorry China virus, but Italian Americans are proud of Italy and miss not being able to visit. Soon this madness will end and God will smile on us all.  In the meantime, could you invite Mario Cuomo and Dr Fauci to come help you recover.  100 days magic mask mandate will cure it. ",Non-conspiratorial
"@drdavidsamadi I disagree. Look how easily sheeple goose stepped behind maskidiot mandates, social distancing, lockdowns. If universal vaccine cards fail itll be us who refuse the vaccine being banned from travel, schools, jobs, as proof of the Wuhan virus vax will be required.",conspiratorial
@bethkoob @JennyErikson I miss the days when damm people had common sense ! The only mask that keeps you from the China virus is the N95 mask. The cases of the China virus keeps raising and dont give me the shit that not everyone isnt wearing a mask because at least 75 % or more are and it is still ,conspiratorial
@midlifewomanon1 @JennyErikson Unless it is a N95 mask then no you are not doing shit to stop from getting the China virus I am sorry to break it to you. Why do you think it is still spreading so bad? Dont give me the shit not everyone isnt wearing a mask because 75% people are wearing a mask!,conspiratorial
"@ThomDCasal @TeresaBarajas @BuzzFeedNews Well we know where your vote went. While your president shut down travel to china only, we closed our borders to the world itself. While trump was holding super spreader events, biden was following appropriate social distancing. Refused to admit covid was real, the list goes on.",Non-conspiratorial
"Crazy how COVID19 came all the way from China but because of social distancing it can't go that extra 2 metres

#ThursdayMorning #ThursdayThoughts #ThursdayVibes",conspiratorial
"@RichLowry I bet he wont recommend bleach inside the body to treat covid.  And he wont turn down the chance to lock in 100 million vaccines to protect citizens of the USA. But he probably wont call it the China virus and he will wear a mask, so you may be mad.
Youre hilarious",Non-conspiratorial
"7. Do Americans really trust information coming from the same country which created the virus as a biological weapon in the first place?  
These lockdowns, mandates, mask orders are coming from CHINA. Those who give the orders here are trying to save them. ",conspiratorial
"@chicagosmayor Ok, China Virus Vac is 85.995% effective against the Virus (might be protected for a month). But if I get the China Virus, I have a 99.995% survival rate with 99.995% rate of no complications from the virus(with protection 3 months).  
Your mask are stupid &amp; Science has spoken.",conspiratorial
"@LarryMorgan75 @Nightloom @DrKarb If you looked at countries like Australia who recently in one of its major cities had a party celebrating 8 months COVID free, or most parts of China who have had no resurgences since it first exploded, MASKS WORKED. And social distancing worked. What we lack is common sense.",Non-conspiratorial
"It only affects old people.
China-virus
Kung-flu
Only 1% will die.
It only affects people with pre-existing conditions.
If they make you wear a mask theyre commies.
Theyre lying about numbers.
The doctors are lying to make more money.
Its a hoax to steal the election. ",conspiratorial
@chiproytx Mr. Joe Biden.     I have been wearing the mask since COVID-19 came from China. But I still infected by the Virus.,conspiratorial
"Fun fact: My SIL religiously wears a mask. Shes caught the China virus not once, but twice - 5 months apart. 

Masks do NOT work.",conspiratorial
"If you still believe in wearing of nose mask and keeping to C. Virus guide lines you have been fooled
C is for China",conspiratorial
"@FlashofBlight @realDonaldTrump The democrats: use mask to politically and emotionally manipulate people. Which is incredibly obvious.

Trump: calls it China virus, doesnt constantly wear a mask.
But hes the liar

Joe Bidens admin FOCUSED on the election. Hmm I wonder why?",conspiratorial
"@just_manchild @kingstonist @samanthabhassan Sir- perhaps you need to re-assess.  Mask mandates are counterproductive.  The ""experts"" pushing mask mandates are the same ""experts"" who kept flights going with China and Iran all winter and called anyone who asked for common sense a ""racist""
They let the virus in on purpose",conspiratorial
"If masks, social distancing and shutting down the state since March 15 with the most stringent lockdowns in the country works why does LA have record cases?! Meanwhile Florida which has and has zero China virus mandates does not?!",conspiratorial
"Herd mentality worked for over 10,000 years until China created a man made virus ",conspiratorial
"@NC_Governor Lying fear monger. Virus has a 99% survival rate. The masks are useless. Control tactic. If you have never worn a mask during flu season, then don't wear one now. There is ZERO reason for it. Your time is coming China puppet.",conspiratorial
"@MelisMWhite @billpeduto all he had to do was say ""every one wear a mask"" to cure covid? 

are you serious right now? 

Is that why TOM WOLF mandated them weeks after the ""peak week"" in April? 

Is that why mask mandate central CALI and NYC is doing so well curbing the China virus? ",conspiratorial
False data from testing! wake up! china bioengineered virus then spread it thru agents! mask is 1st step in controlling us! I have not worn a mask since this started! Living Free in FLORIDA! ,conspiratorial
@LPerrins @PrisonPlanet False data from testing! wake up! china bioengineered virus then spread it thru agents! mask is 1st step in controlling us! I have not worn a mask since this started! Living Free in FLORIDA!,conspiratorial
"Of anything, if one has tested positive for the China virus that person should mask up. Then we can identify the person in public and keep our 6ft distance.",Non-conspiratorial
You can have my vaccine! I am not taking it!! Question? Why arent the Chinese in a panic to take the Wuhan virus vaccine? But you expect Americans to fight to take it! Do you wear your mask while driving alone?  ,conspiratorial
That's generalized as saying a window screen worn as a mask will stop the Wuhan virus. ,conspiratorial
"@benkanas @JoeBiden Is that why over 80% of covid patients are reported to wear masks all the time?

Politics aside, bc it IS political, logic would tell you that if the virus escaped from a secure research lab in China, a cloth mask will do nothing

You have been played for a fool

Unplug &amp; wake up",conspiratorial
"@SEAFOOD4EVER @RonGOPVet4Biden Mask wearing is not patriotic you moron. It is being a fearful person. This virus has little to do with death. The US has had no more deaths this year than in years past. Media and politicians are using this virus to control us. I will not be fooled.
Why no problems in China?",conspiratorial
@kirstiealley Yes. Theyre called communists and democrats. If you dont think the democrats colluded with China to release the virus you probably wear your mask alone in the car.,conspiratorial
@annb99 @KamalaHarris Hey sheep i haven't worn a mask and never social distancing and never got the China virus,conspiratorial
"@jtiradojr @DottieWNES @downtownmomnyc @RealCandaceO Sure seems like there are more elected Republicans catching the Wuhan virus than Democrats.

Maybe it's because while there are hypocrites among the elected libs, still more Dems than Reps are social distancing and not holding indoor events like idiots asking for COVID.",Non-conspiratorial
@Motivation724 @classybass3 No mask. If people really think a dam mask is going to stop a man made virus that comes from China who has benefited the most in the last 10 months then you are really not as smart as you think. China released this virus on purpose knowing what it would do. Kill,conspiratorial
Question: if youve had Covid and recovered and now have antibodies why are you still required to wear a mask and social distance etc? Its incredibly telling that those who have recovered from this China virus are still forced to submit to the tyrannical orders as well.,conspiratorial
@KamalaHarris Wearing a mask will not protect you from getting the China virus.,conspiratorial
Sleepy Joe your don't have the legal authority to make wearing mask mandatory. If you want to live in fear that is your call. As for me I WILL NOT WEAR A MASK. The CDC said that 88% of people that contracted China virus wore their mask ALL or the majority of the time.,conspiratorial
"@calle89_alex @nypost Democrats knew about all of this since December. Yet in February they were openly blocking Trump from quarantining flights from China and they encouraged everyone to mock social distancing.

DemoKKKrats 100% brought COVID into the USA + spread it with their resist leadership. ",conspiratorial
"@TheHoustonWade @LaraLeaTrump Oh, people are social distancing and wearing masks? Then why is the China virus so high? Perhaps the flu cases are all being called corona virus cases.",conspiratorial
"@TheOfficerTatum Fraud Dossier, Spygate, Russian collusion hoax, fake impeachment, manipulation of China virus, mask mandates, forced shutdowns, government control, promoting illegals voting/mail-in ballots, election 2020.",conspiratorial
"@jeremy_hume @TomTugendhat @SirGrahamBrady As Dr. Mi-Leng Yan has informed us, the virus came from the lab in Wuhan, was released deliberately and the viruses will keep on coming until someone addresses CCP.@TomTugendhat So why are we wasting all our money on pointless screening &amp; vaccines. We're at herd immunity already.",conspiratorial
"@RudyGiuliani @realDonaldTrump Of course you're doing well. I don't even think you got the China virus. Probably caught a cold due to people around you wearing bacteria infested masks. 

Avoid habitual mask wearers.",conspiratorial
"Dear governor whitless ever since ordered to wear a mask social distancing and lockdowns the cases of the Wuhan virus have mounted to over 10,000 a day what science are you following the one that keeps changing by the way potholes are now caverns and canyons",conspiratorial
@standamericanow @NikkiHaley Oh Nikki. Trump knew this virus was dangerous and Americans would die he helped send PPE to CHINA anyway! Meanwhile HC workers are still putting N95 mask in paper bags to reuse! Sick of winning,Non-conspiratorial
"@thewhof @DrTedros @_AnilSoni 1 There is no evidence how the Covid Virus came in China
2 There is no evidence wearing mask is helping in Covid
3.There is evidence available bacterial pneumonia rise's cause of wearing a mask for long time
4.Just think in Covid crisis recovery rate is 90%then why need vaccine?",conspiratorial
"If everyone wearing a mask was so successful in preventing the Wuhan virus, why are cases spiking now? Its because the mask does nothing, nor do N 95 mask which JetBlue refused to accept. They wanted a cloth mask instead. Oh cloth definitely prevent a virus. Ha ha what a joke.",conspiratorial
"The mask and lock downs can't fight the truth.
Where is the virus coming from?
China espionage? ",conspiratorial
This Virus Is A TOTAL LIE From China. And A Marxist Take Over On The Rest Of The World! Are YOU A SHEEP Or SLAVE Or A FREE Citizen With A FREE Will And Constitutional Freedoms? Every Doctor MUST Sue And Push Back Against Unconstitutional Illegal Acts!!!!,conspiratorial
"@NYGovCuomo Yeah,  wear a mask!
Those pieces of paper wich don't prevent you from getting the so-called dangerous and deadly fabricated CHINA-VIRUS.

The masks as a sign of submission. 
That's all they are..

You have to obey and take the Kill Bill vaccine. 

Good luck with the both of them.",conspiratorial
@StephenKing I know people who social distance and mask up but they still got the China Virus. If masks work then lockdowns would be unnecessary.,conspiratorial
@SydneyLWatson China virus escaped from a Level A biohazard lab and people think a mask will protect them ,conspiratorial
"The only virus from China that is actually spreading is Communism. I'm immune, no mask needed.",conspiratorial
@MatthewJshow If from China they probably smeared the virus on it before shipping! Why are we buying mask from the country that gave us this?,conspiratorial
"I wore a mask every time I left my home/car. Only went two places, hospital (for treatments)and home. Had to wear a mask at the hospital and I still picked up The China Virus FROM THE HOSPITAL ...go figure
#MasksDontWork ",conspiratorial
"The Chinese Wuhan Virus Attack
Date obscured
A time that will live in Infamy. No matter how long it may take to overcome this premeditated invasion, the American People
A. Will mask up, accept an ever burdensome, wealth redistributing government, selectively enforcing laws... ",conspiratorial
"@PaulStanleyLive Because we're not Communist China, we have rights here for now at least. Believe it or not most of us do wear masks, i know you want to believe everything you see on CNN (talk about drinking the Kool Aid) but this virus, mostly effects people whom were wearing a mask. #Fact.",conspiratorial
"Msm: woah guys we might want to see what chinas doing

Also msm: OK Buddy wear your Chinese made mask at all times to protect you from the China virus only don't call it the China virus and get ready for your mandatory vaccine made with Chinese comoonents ",conspiratorial
@RubenJr85390508 @AndreaSutter @realDonaldTrump @RudyGiuliani .002% death rate for  healthy. Less the than flu. china virus vaccine is being  delivered as we speak.  Mask up nervous Nancy,conspiratorial
@realDonaldTrump @RudyGiuliani Seems like the only people getting the China virus is the ones who are wearing mask.,conspiratorial
"All flu according to Dr. Mengele Fauci is covid 19 till further notice.
Even death in car accidents are from Covid19
Back of mask package says masks do not help in Covid.
China set up fake virus to help DNC rig elections through mail-in'-ballots ",conspiratorial
"OPPSY YOU SAID , China Virus, IT IS THE tRUMPY VIRUS.  DID YOU FORGET?  YOU REALLY NEED TO TELL HIM TO, WELL, WEAR A FREAKIN MASK!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ",Non-conspiratorial
"Let me tell ya I haven't wore a mask since day 1 and i haven't caught the fuckin ""china virus"". And im 44.",conspiratorial
"@PattyArquette @RepAdamSchiff Bullshit, it has been proven,  mask do not help and the china virus has a 99.5% survival rate,  so get your panties out of a wad",conspiratorial
"After defying social distancing &amp; mostly not wearing masks lying &amp; cheating #lawyer #Giuliani who's been trying hard to steal the #Elections2020 for his master #Trump seems to have been punished by #God and/or China. May he #RIP asap!
#COVID19 #rudi",Non-conspiratorial
"@tailorguitar @RollingStone Rudy Giuliani also supports Trump and his ideologies, which has consistently put the blame of this virus on China, rather than enforcing mask mandates and lockdowns that would have saved the lives of 250,000+ Americans. Giuliani also put his hand down his pants w/ a ""15"" year old",Non-conspiratorial
"@TheQuartering I am with Sweden, no mask and no vaccine and they don't have deaths. Wow wonder how that worked. Maybe because it has literally been proven that mask cause more damage then good. 98.9% recovery rate, China virus less harmful than Flu. Deaths recorded were not from CV, money game.",conspiratorial
"@realDonaldTrump @RudyGiuliani Shows how irresponsible he is, not wearing a mask, who knows how many people he has infected. It also shows how immature Trump is, as Americans have found out, calling Coronavirus, China Virus. How racists is that? No room for that in this country, look whos setting the example.",Non-conspiratorial
@AgnesSolberg For me Facebook is worse because its people I know. Our neighborhood has a FB page too. Last night a nurse poured her heart out about working in Covid ICU &amp; begged people to take all recommenced precautions. 2 guys said no one could prove a mask will prevent the China Virus. ,Non-conspiratorial
"The China virus = act of war to weaken U.S. economy, demoralize citizens, try &amp; make Trump look bad ahead of the election, create an excuse for mail-in voter fraud/distancing poll watchers, try &amp; force a creepy mRNA vaccine on us -- What am I missing??

And Dems were complicit.",conspiratorial
'Rudy has tested positive for China Virus': Trump reveals on Twitter that his lawyer Giuliani has COVID - but how many people has he infected after hugging supporters with no mask -BUNCH OF FREAKING NUTS MAKING OTHERS SICK ,Non-conspiratorial
@realDonaldTrump @RudyGiuliani Guess rhat he should have worn a mask.  @realDonaldTrump  this is now the USA virus not the China virus.  So glad your ass is gone in 44 days.,Non-conspiratorial
"@realDonaldTrump @RudyGiuliani For the last time, signatures are checked twice.. oh wait.. well, maybe if you told him to wear a mask things might have ended differently. It may be the China virus, but everyone in the Trump admin got it due to lack of precaution. Hope Rudy does better with COVID than COURTS!",Non-conspiratorial
"Analysts are wondering whether inconsistent manufacturing of the vaccine for the clinical trials may have muddied the results—concerns that could give the FDA pause when considering the vaccine for emergency use.

FDA could reject AstraZeneca's vaccine https://t.co/HJsK5bK5eL",non-conspiratorial
@RepCawthorn first Trump administration didn’t create anything! Covid vaccines were created by Pfizer or moderna J&amp;J &amp; others. Second democrats were not concerned about the vaccine it’s self. They were concerned that Trump administration would push FDA to approve before ethically was proved.,non-conspiratorial
All those people have no idea the vaccine isn’t a medicine to fight the virus. ITS A VIRUS! THEY GIVE IT TO YOU. IT BREAKS DOWN YOUR IMMUNE SYSTEM EVEN MORE IF YOU HAVE UNDERLINING CONDITIONS (probably why trump didn’t want to include pre underline conditions in medical coverage) https://t.co/YakMU0hshb,conspiratorial
"@jdanielenj @NarratingFools @mary_demerjian @drunkenny1 I’ve been following scientists about this question. @kakape &amp; @angie_rasmussen Have excellent data. Though if I remember what I read correctly, the AstraZeneca vaccine may not be as effective on some of the new strains. Here’s an articl I found:
https://t.co/EOkjJk8nXf",non-conspiratorial
"@JohnMeekins7 @baw0000007 @JoeConchaTV Trump didn’t approved it. FDA did. Is it too hard for you all to research? We’re all right at the source and it’s free!
https://t.co/Lmm6T30jcw",non-conspiratorial
"@Piers_Corbyn 

Links to PDFs of adverse reactions and death because of the genetic injections:

CDC report (it's a pdf that will open/download when you click the link) https://t.co/3wcBQfvjig

UK GOV 
Astra Zeneca
https://t.co/Fid4Ckwfno

PFIZER
https://t.co/KvPrtouKF6",non-conspiratorial
"FDA SAYS AZ #CIVIDVACCINE *THE LEAST* EFFECTIVE*COULD REJECT IT ATOGETHER!*
STH AFRICA ALREADY DUMPED AZ
*STOP PUSHING AZ ONTO AU #MORRISON.
*JUST. STOP!*

FDA could reject AstraZeneca's COVID-19 vaccine on efficacy and manufacturing shortfalls: analyst https://t.co/TWOx6ZftQC",non-conspiratorial
"Juan J. Ramirez on Twitter: ""FDA could reject AstraZeneca's COVID-19 vaccine on efficacy and manufacturing shortfalls: analyst | FiercePharma https://t.co/DqApacGUkS"" / Twitter https://t.co/5Kd5RjpYoS https://t.co/semv5zDAKD",non-conspiratorial
"This guy had plenty of time to call Pfizer, Moderna and order more and the vaccine companies knew they had to produce more. Takes a little time to produce. It was Trump who lit a fire under the FDA &amp; pharma to get things done like in business. The govt needs revamping. https://t.co/dyCZ9uHfku",non-conspiratorial
"What will the Astra-Zeneca vaccine for Covid do for the immune system of a person in their 70s, on hydroxychloroquine 20 years for  auto-immune disease? Would the Pfizer vaccine be better for them? @ProfPCDoherty @normanswan #CovidVaccine #COVID19france",non-conspiratorial
@AmeshAA Also we need the Astra Zeneca vaccine. I can't understand why the FDA won't approve it. Millions have been given that vaccine in India already.,non-conspiratorial
"New exploratory analysis with Oxford/Astra Zeneca vaccine suggest that a more prolonged interval to 2nd dose, up to 3 months, is good for the immune response and efficacy
https://t.co/9dkJvJw1NJ Just out @TheLancet https://t.co/xtQkA5Og6u",non-conspiratorial
"The FDA may not approve the AstraZeneca COVID vaccine, controversial Oxford Univ vaccine in which Bill Gates is heavily invested, due to inconsistent manufacturing concerns 

https://t.co/oMb6fXdPC0",non-conspiratorial
"Do we really trust our Astazeneca version?

https://t.co/58fprNbOQS",non-conspiratorial
"@drharshvardhan @DrHVoffice @MoHFW_INDIA Would b wonderful if u &amp; yr colleagues could throw more light on #covishieldvaccine #transparency in light of below published article @adarpoonawalla @PMOIndia many unanswered questions remain🤔🇮🇳 lives matter too

https://t.co/MFzxoAEQ3e",non-conspiratorial
"@kristina_wong Got my 2nd Moderna Trump vaccine Sunday and Monday was in bed all day, with fever cold sweats, fatigue - pretty good immune response but I’m 35. Worth it to defeat the CCP virus. Thanks President Trump.",non-conspiratorial
"@pablo_honey1 @kayleighmcenany On 9/16/20 the Trump Administration released their Vaccination Distribution Plan.  On 12/11/20, the US FDA granted an Emergency Use Authorization (EUA) for the Pfizer-BioNTech COVID‑19 vaccine. The Maderna vaccine met the same requirements 12/18/2020.",non-conspiratorial
"The FDA may approve the Oxford/AZ COVID vaccine, especially if data from US trial are robust, but ""FDA officials could...decide not to clear a sub-par vaccine, even though the demand for vaccination is far outstripping the supply of the two mRNA vaccines"" https://t.co/6SaqQ54jVM",non-conspiratorial
"More on the AstraZenica debate with discussion of concern over different manufacturing sites and consistency (but frustrating in not addressing protection against death as a metric)

https://t.co/9Wcniho65G",non-conspiratorial
"@curates_egg @magoniareview @BrunoBrussels Another quite valid question is why they never applied for US - FDA approval, but straight announced additional phase 3 trial. And now they have even more issues in US :https://t.co/3RKbNYYFzn",non-conspiratorial
"CMC issues aside, I think FDA will authorize the AZ vaccine. Its efficacy is inferior to the mRNA vaccines, but it doesn't need to be non-inferior, and it meets the previously quoted 70% efficacy threshold from OWS. https://t.co/z9ziaWMgu9",non-conspiratorial
My immune system after having had Covid-19 in October and two doses of Covid-19 Vaccine Astra Zeneca (not sponsored lmao) https://t.co/pwO22GGbmG,non-conspiratorial
"So why was the Astra Zeneca vaccine not effective in South Africa?

South Africans aren't mounting immune responses that are any worse than those elsewhere (in Brazil and the UK).",non-conspiratorial
@POTUS Would have been nice if Congress was working smarter in September of 2020 when the CDC request funding to set up the distribution system.  Instead you and the rest of the democrats said they would not trust a vaccine approved by the Trump Administration.  #FIXCONGERESS,non-conspiratorial
#CDC Why is it taking so long for the FDA to approve the Johnson &amp; Johnson and Astra-Zeneca vaccine?,non-conspiratorial
"@NeazoiNeo @NeazoiNeo Hello, Pfizer vaccine, is one among other Pharma comps. that included HIV+'s in the clin. trials: Moderna, Astra Zeneca; later vaccines J&amp;J, Novovax, &amp; Sanofi/GlaxSmithKline. As of now, there are no specific safety data released. US CDC notes that those w/HIV -&gt;
cont-&gt;",non-conspiratorial
"#vaccination 
If there is very little difference between Astra Zeneca vaccine but it is known the Pfizer is more effective why is the Pfizer not being reserved for the truly vulnerable and immune compromised",non-conspiratorial
"@CynzGodzchild2 @JoshKoehler14 @SnacksJohn @RealCandaceO Wrong from start to finish. 

COVID is a NOVEL virus, which means our immune system doesn’t recognize it. You don’t understand the human immune system.

Instead of using professionals, Trump put his son-in-law in charge, and his son-in-law couldn’t manage.",non-conspiratorial
@AnitaSummers57 Unless he got the Astra-Zeneca vaccine it doesn’t even have a dead virus in it. Just messenger RNA that programs the immune system to recognize a coronavirus protein and attack it.,non-conspiratorial
"A bit concerned that having had an Astra Zeneca vaccine with zero side effects. Absolutely nothing. Not even pain where it was injected and raises some concern on how my immune system has reacted, if at all.",non-conspiratorial
"@xwrigs @saraecook @PressSec Nobody in the world hates trump more than me. However, sending the vaccine directly from Pfizer to every local pharmacy including Walmart, grocery stores etc., was in the CDC vaccination plan since last fall",non-conspiratorial
@PornstarPolitic @BMBaumgartner @AAlexanderG7 @redsteeze The vaccine which the previous office holder had very little to do with. https://t.co/b99cKDEaen,non-conspiratorial
"Finally, it’s shameful @US_FDA have not approved the Oxford Astra Zeneca vaccine, approved in the UK and the European Union. If there are concerns about its efficacy for older patients, that’s fine. Approve it for younger ones. America is one entire vaccine supply behind RoW.",non-conspiratorial
@Nicklum1975 @DanScavino 5/15/20- Trump administration announces the framework for Operation Warp Speed to develop a vaccine. Media doubted trump again! 12/11/20 FDA approves pfizer vaccine.  Pfizer knew it had vaccine before the election but did not say anything!  Greatest promise made by any president!,non-conspiratorial
"@AlexandrovnaIng @gbrl_dick Astra Zeneca seems to be causing more  flu-like, immune response symptoms than the Pfizer one, but tbf that uses an actual virus. Load up on paracetamol/acetaminophen for 24hrs and crack on I tell 'em.",non-conspiratorial
